processor_millis;SDS011_pm25; SDS011_pm10;BME680_temperature; BME680_pressure; BME680_humidity; BME680_gasResistance;CCS811_C02; CCS811_TVOC;GPS_year; GPS_month; GPS_day; GPS_hour; GPS_minute; GPS_seconds; GPS_longitude; GPS_latitude; GPS_noSaltilites; GPS_fix;CozIr_Co2; CozIr_Co2_filtered;SN1_WE_u; SN1_AE_u; SN2_WE_u; SN2_AE_u; NO2; O3; PT1000 temp;Errors;;;;
15130000;0;0;0;0;0;0;0;0;22;4;26;12;32;6;0;0;0;0;552;528;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-340.67; SDS011 BME680 CCS811;;;;498
15132000;0;0;0;0;0;0;0;0;22;4;26;12;32;8;0;0;0;0;551;556;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.86; SDS011 BME680 CCS811;;;;526
15134000;0;0;0;0;0;0;0;0;22;4;26;12;32;10;0;0;0;0;555;559;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-337.45; SDS011 BME680 CCS811;;;;529
15136000;0;0;0;0;0;0;0;0;22;4;26;12;32;12;0;0;0;0;556;539;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.06; SDS011 BME680 CCS811;;;;509
15138000;0;0;0;0;0;0;0;0;22;4;26;12;32;14;0;0;0;0;551;491;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.25; SDS011 BME680 CCS811;;;;461
15140000;0;0;0;0;0;0;0;0;22;4;26;12;32;16;0;0;0;0;555;528;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-340.67; SDS011 BME680 CCS811;;;;498
15142000;0;0;0;0;0;0;0;0;22;4;26;12;32;18;0;0;0;0;551;530;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.25; SDS011 BME680 CCS811;;;;500
15144000;0;0;0;0;0;0;0;0;22;4;26;12;32;20;0;0;0;0;554;524;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-336.64; SDS011 BME680 CCS811;;;;494
15146000;0;0;0;0;0;0;0;0;22;4;26;12;32;22;0;0;0;0;560;556;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.25; SDS011 BME680 CCS811;;;;526
15148000;0;0;0;0;0;0;0;0;22;4;26;12;32;24;0;0;0;0;556;496;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-341.47; SDS011 BME680 CCS811;;;;466
15150000;0;0;0;0;0;0;0;0;22;4;26;12;32;26;0;0;0;0;552;513;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-337.45; SDS011 BME680 CCS811;;;;483
15152000;0;0;0;0;0;0;0;0;22;4;26;12;32;28;0;0;0;0;550;500;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-340.67; SDS011 BME680 CCS811;;;;470
15154000;0;0;0;0;0;0;0;0;22;4;26;12;32;30;0;0;0;0;542;475;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-337.45; SDS011 BME680 CCS811;;;;445
15156000;0;0;0;0;0;0;0;0;22;4;26;12;32;32;0;0;0;0;531;447;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.86; SDS011 BME680 CCS811;;;;417
15158000;0;0;0;0;0;0;0;0;22;4;26;12;32;34;0;0;0;0;519;414;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.86; SDS011 BME680 CCS811;;;;384
15160000;0;0;0;0;0;0;0;0;22;4;26;12;32;36;0;0;0;0;504;411;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.86; SDS011 BME680 CCS811;;;;381
15162000;0;0;0;0;0;0;0;0;22;4;26;12;32;38;0;0;0;0;492;423;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-340.67; SDS011 BME680 CCS811;;;;393
15164000;0;0;0;0;0;0;0;0;22;4;26;12;32;40;0;0;0;0;473;367;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.06; SDS011 BME680 CCS811;;;;337
15166000;0;0;0;0;0;0;0;0;22;4;26;12;32;42;0;0;0;0;455;378;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.86; SDS011 BME680 CCS811;;;;348
15168000;0;0;0;0;0;0;0;0;22;4;26;12;32;44;0;0;0;0;437;340;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.06; SDS011 BME680 CCS811;;;;310
15170000;0;0;0;0;0;0;0;0;22;4;26;12;32;46;0;0;0;0;424;386;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-340.67; SDS011 BME680 CCS811;;;;356
15172000;0;0;0;0;0;0;0;0;22;4;26;12;32;48;0;0;0;0;411;334;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.06; SDS011 BME680 CCS811;;;;304
15174000;0;0;0;0;0;0;0;0;22;4;26;12;32;50;0;0;0;0;403;350;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.25; SDS011 BME680 CCS811;;;;320
15176000;0;0;0;0;0;0;0;0;22;4;26;12;32;52;0;0;0;0;391;317;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.06; SDS011 BME680 CCS811;;;;287
15178000;0;0;0;0;0;0;0;0;22;4;26;12;32;54;0;0;0;0;375;256;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-343.09; SDS011 BME680 CCS811;;;;226
15180000;0;0;0;0;0;0;0;0;22;4;26;12;32;56;0;0;0;0;362;294;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.06; SDS011 BME680 CCS811;;;;264
15182000;0;0;0;0;0;0;0;0;22;4;26;12;32;58;0;0;0;0;351;261;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-336.64; SDS011 BME680 CCS811;;;;231
15184000;0;0;0;0;0;0;0;0;22;4;26;12;33;0;0;0;0;0;349;321;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.86; SDS011 BME680 CCS811;;;;291
15186000;0;0;0;0;0;0;0;0;22;4;26;12;33;2;0;0;0;0;336;256;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.86; SDS011 BME680 CCS811;;;;226
15188000;0;0;0;0;0;0;0;0;22;4;26;12;33;4;0;0;0;0;325;256;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.25; SDS011 BME680 CCS811;;;;226
15190000;0;0;0;0;0;0;0;0;22;4;26;12;33;6;0;0;0;0;321;266;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.86; SDS011 BME680 CCS811;;;;236
15192000;0;0;0;0;0;0;0;0;22;4;26;12;33;8;0;0;0;0;314;259;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-340.67; SDS011 BME680 CCS811;;;;229
15194000;0;0;0;0;0;0;0;0;22;4;26;12;33;10;0;0;0;0;310;272;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-337.45; SDS011 BME680 CCS811;;;;242
15196000;0;0;0;0;0;0;0;0;22;4;26;12;33;12;0;0;0;0;306;238;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.86; SDS011 BME680 CCS811;;;;208
15198000;0;0;0;0;0;0;0;0;22;4;26;12;33;14;0;0;0;0;303;243;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.25; SDS011 BME680 CCS811;;;;213
15200000;0;0;0;0;0;0;0;0;22;4;26;12;33;16;0;0;0;0;297;252;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-341.47; SDS011 BME680 CCS811;;;;222
15202000;0;0;0;0;0;0;0;0;22;4;26;12;33;18;0;0;0;0;291;227;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-341.47; SDS011 BME680 CCS811;;;;197
15204000;0;0;0;0;0;0;0;0;22;4;26;12;33;20;0;0;0;0;290;237;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-340.67; SDS011 BME680 CCS811;;;;207
15206000;0;0;0;0;0;0;0;0;22;4;26;12;33;22;0;0;0;0;285;234;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.86; SDS011 BME680 CCS811;;;;204
15208000;0;0;0;0;0;0;0;0;22;4;26;12;33;24;0;0;0;0;282;252;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.06; SDS011 BME680 CCS811;;;;222
15210000;0;0;0;0;0;0;0;0;22;4;26;12;33;26;0;0;0;0;277;224;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-341.47; SDS011 BME680 CCS811;;;;194
15212000;0;0;0;0;0;0;0;0;22;4;26;12;33;28;0;0;0;0;273;231;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-340.67; SDS011 BME680 CCS811;;;;201
15214000;0;0;0;0;0;0;0;0;22;4;26;12;33;30;0;0;0;0;268;216;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-340.67; SDS011 BME680 CCS811;;;;186
15216000;0;0;0;0;0;0;0;0;22;4;26;12;33;32;0;0;0;0;264;198;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-340.67; SDS011 BME680 CCS811;;;;168
15218000;0;0;0;0;0;0;0;0;22;4;26;12;33;34;0;0;0;0;264;245;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.06; SDS011 BME680 CCS811;;;;215
15220000;0;0;0;0;0;0;0;0;22;4;26;12;33;36;0;0;0;0;258;211;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.86; SDS011 BME680 CCS811;;;;181
15222000;0;0;0;0;0;0;0;0;22;4;26;12;33;38;0;0;0;0;252;202;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.06; SDS011 BME680 CCS811;;;;172
15224000;0;0;0;0;0;0;0;0;22;4;26;12;33;40;0;0;0;0;249;201;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.86; SDS011 BME680 CCS811;;;;171
15226000;0;0;0;0;0;0;0;0;22;4;26;12;33;42;0;0;0;0;240;193;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-340.67; SDS011 BME680 CCS811;;;;163
15228000;0;0;0;0;0;0;0;0;22;4;26;12;33;44;0;0;0;0;241;221;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.86; SDS011 BME680 CCS811;;;;191
15230000;0;0;0;0;0;0;0;0;22;4;26;12;33;46;0;0;0;0;233;159;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-337.45; SDS011 BME680 CCS811;;;;129
15232000;0;0;0;0;0;0;0;0;22;4;26;12;33;48;0;0;0;0;228;192;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.06; SDS011 BME680 CCS811;;;;162
15234000;0;0;0;0;0;0;0;0;22;4;26;12;33;50;0;0;0;0;226;193;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.06; SDS011 BME680 CCS811;;;;163
15236000;0;0;0;0;0;0;0;0;22;4;26;12;33;52;0;0;0;0;224;189;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-340.67; SDS011 BME680 CCS811;;;;159
15238000;0;0;0;0;0;0;0;0;22;4;26;12;33;54;0;0;0;0;224;193;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.25; SDS011 BME680 CCS811;;;;163
15240000;0;0;0;0;0;0;0;0;22;4;26;12;33;56;0;0;0;0;224;189;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.06; SDS011 BME680 CCS811;;;;159
15242000;0;0;0;0;0;0;0;0;22;4;26;12;33;58;0;0;0;0;223;202;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.86; SDS011 BME680 CCS811;;;;172
15244000;0;0;0;0;0;0;0;0;22;4;26;12;34;0;0;0;0;0;222;200;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-336.64; SDS011 BME680 CCS811;;;;170
15246000;0;0;0;0;0;0;0;0;22;4;26;12;34;2;0;0;0;0;222;217;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.06; SDS011 BME680 CCS811;;;;187
15248000;0;0;0;0;0;0;0;0;22;4;26;12;34;4;0;0;0;0;215;172;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-337.45; SDS011 BME680 CCS811;;;;142
15250000;0;0;0;0;0;0;0;0;22;4;26;12;34;6;0;0;0;0;212;163;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.25; SDS011 BME680 CCS811;;;;133
15252000;0;0;0;0;0;0;0;0;22;4;26;12;34;8;0;0;0;0;216;221;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-337.45; SDS011 BME680 CCS811;;;;191
15254000;0;0;0;0;0;0;0;0;22;4;26;12;34;10;0;0;0;0;216;196;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.86; SDS011 BME680 CCS811;;;;166
15256000;0;0;0;0;0;0;0;0;22;4;26;12;34;12;0;0;0;0;213;168;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-341.47; SDS011 BME680 CCS811;;;;138
15258000;0;0;0;0;0;0;0;0;22;4;26;12;34;14;0;0;0;0;206;153;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-341.47; SDS011 BME680 CCS811;;;;123
15260000;0;0;0;0;0;0;0;0;22;4;26;12;34;16;0;0;0;0;203;159;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-337.45; SDS011 BME680 CCS811;;;;129
15262000;0;0;0;0;0;0;0;0;22;4;26;12;34;18;0;0;0;0;201;185;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-337.45; SDS011 BME680 CCS811;;;;155
15264000;0;0;0;0;0;0;0;0;22;4;26;12;34;20;0;0;0;0;202;180;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-340.67; SDS011 BME680 CCS811;;;;150
15266000;0;0;0;0;0;0;0;0;22;4;26;12;34;22;0;0;0;0;203;152;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.86; SDS011 BME680 CCS811;;;;122
15268000;0;0;0;0;0;0;0;0;22;4;26;12;34;24;0;0;0;0;209;177;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-340.67; SDS011 BME680 CCS811;;;;147
15270000;0;0;0;0;0;0;0;0;22;4;26;12;34;26;0;0;0;0;202;156;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.25; SDS011 BME680 CCS811;;;;126
15272000;0;0;0;0;0;0;0;0;22;4;26;12;34;28;0;0;0;0;203;176;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-337.45; SDS011 BME680 CCS811;;;;146
15274000;0;0;0;0;0;0;0;0;22;4;26;12;34;30;0;0;0;0;195;132;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-340.67; SDS011 BME680 CCS811;;;;102
15276000;0;0;0;0;0;0;0;0;22;4;26;12;34;32;0;0;0;0;189;126;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.86; SDS011 BME680 CCS811;;;;96
15278000;0;0;0;0;0;0;0;0;22;4;26;12;34;34;0;0;0;0;188;180;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-340.67; SDS011 BME680 CCS811;;;;150
15280000;0;0;0;0;0;0;0;0;22;4;26;12;34;36;0;0;0;0;189;153;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-342.28; SDS011 BME680 CCS811;;;;123
15282000;0;0;0;0;0;0;0;0;22;4;26;12;34;38;0;0;0;0;191;149;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.25; SDS011 BME680 CCS811;;;;119
15284000;0;0;0;0;0;0;0;0;22;4;26;12;34;40;0;0;0;0;186;143;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.86; SDS011 BME680 CCS811;;;;113
15286000;0;0;0;0;0;0;0;0;22;4;26;12;34;42;0;0;0;0;185;163;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-340.67; SDS011 BME680 CCS811;;;;133
15288000;0;0;0;0;0;0;0;0;22;4;26;12;34;44;0;0;0;0;185;159;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-341.47; SDS011 BME680 CCS811;;;;129
15290000;0;0;0;0;0;0;0;0;22;4;26;12;34;46;0;0;0;0;182;143;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.86; SDS011 BME680 CCS811;;;;113
15292000;0;0;0;0;0;0;0;0;22;4;26;12;34;48;0;0;0;0;185;161;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-340.67; SDS011 BME680 CCS811;;;;131
15294000;0;0;0;0;0;0;0;0;22;4;26;12;34;50;0;0;0;0;185;142;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.86; SDS011 BME680 CCS811;;;;112
15296000;0;0;0;0;0;0;0;0;22;4;26;12;34;52;0;0;0;0;183;122;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-341.47; SDS011 BME680 CCS811;;;;92
15298000;0;0;0;0;0;0;0;0;22;4;26;12;34;54;0;0;0;0;183;161;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.06; SDS011 BME680 CCS811;;;;131
15300000;0;0;0;0;0;0;0;0;22;4;26;12;34;56;0;0;0;0;183;162;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-342.28; SDS011 BME680 CCS811;;;;132
15302000;0;0;0;0;0;0;0;0;22;4;26;12;34;58;0;0;0;0;182;155;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-342.28; SDS011 BME680 CCS811;;;;125
15304000;0;0;0;0;0;0;0;0;22;4;26;12;35;0;0;0;0;0;179;163;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.06; SDS011 BME680 CCS811;;;;133
15306000;0;0;0;0;0;0;0;0;22;4;26;12;35;2;0;0;0;0;176;149;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-340.67; SDS011 BME680 CCS811;;;;119
15308000;0;0;0;0;0;0;0;0;22;4;26;12;35;4;0;0;0;0;174;146;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-340.67; SDS011 BME680 CCS811;;;;116
15310000;0;0;0;0;0;0;0;0;22;4;26;12;35;6;0;0;0;0;169;117;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-336.64; SDS011 BME680 CCS811;;;;87
15312000;0;0;0;0;0;0;0;0;22;4;26;12;35;8;0;0;0;0;167;140;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.25; SDS011 BME680 CCS811;;;;110
15314000;0;0;0;0;0;0;0;0;22;4;26;12;35;10;0;0;0;0;170;145;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-340.67; SDS011 BME680 CCS811;;;;115
15316000;0;0;0;0;0;0;0;0;22;4;26;12;35;12;0;0;0;0;170;143;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.06; SDS011 BME680 CCS811;;;;113
15318000;0;0;0;0;0;0;0;0;22;4;26;12;35;14;0;0;0;0;169;137;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.06; SDS011 BME680 CCS811;;;;107
15320000;0;0;0;0;0;0;0;0;22;4;26;12;35;16;0;0;0;0;165;108;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.25; SDS011 BME680 CCS811;;;;78
15322000;0;0;0;0;0;0;0;0;22;4;26;12;35;18;0;0;0;0;165;147;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-341.47; SDS011 BME680 CCS811;;;;117
15324000;0;0;0;0;0;0;0;0;22;4;26;12;35;20;0;0;0;0;0;0;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.86; SDS011 BME680 CCS811 CozIR;;;;0
15326000;0;0;0;0;0;0;0;0;22;4;26;12;35;22;0;0;0;0;166;132;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.06; SDS011 BME680 CCS811;;;;102
15328000;0;0;0;0;0;0;0;0;22;4;26;12;35;24;0;0;0;0;0;0;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.06; SDS011 BME680 CCS811 CozIR;;;;0
15330000;0;0;0;0;0;0;0;0;22;4;26;12;35;26;0;0;0;0;170;140;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.06; SDS011 BME680 CCS811;;;;110
15332000;0;0;0;0;0;0;0;0;22;4;26;12;35;28;0;0;0;0;170;134;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.86; SDS011 BME680 CCS811;;;;104
15334000;0;0;0;0;0;0;0;0;22;4;26;12;35;30;0;0;0;0;166;133;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-341.47; SDS011 BME680 CCS811;;;;103
15336000;0;0;0;0;0;0;0;0;22;4;26;12;35;32;0;0;0;0;163;158;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-335.83; SDS011 BME680 CCS811;;;;128
15338000;0;0;0;0;0;0;0;0;22;4;26;12;35;34;0;0;0;0;162;135;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-340.67; SDS011 BME680 CCS811;;;;105
15340000;0;0;0;0;0;0;0;0;22;4;26;12;35;36;0;0;0;0;159;140;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.25; SDS011 BME680 CCS811;;;;110
15342000;0;0;0;0;0;0;0;0;22;4;26;12;35;38;0;0;0;0;163;129;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.06; SDS011 BME680 CCS811;;;;99
15344000;0;0;0;0;0;0;0;0;22;4;26;12;35;40;0;0;0;0;159;122;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.86; SDS011 BME680 CCS811;;;;92
15346000;0;0;0;0;0;0;0;0;22;4;26;12;35;42;0;0;0;0;159;132;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.86; SDS011 BME680 CCS811;;;;102
15348000;0;0;0;0;0;0;0;0;22;4;26;12;35;44;0;0;0;0;157;122;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-340.67; SDS011 BME680 CCS811;;;;92
15350000;0;0;0;0;0;0;0;0;22;4;26;12;35;46;0;0;0;0;157;126;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-336.64; SDS011 BME680 CCS811;;;;96
15352000;0;0;0;0;0;0;0;0;22;4;26;12;35;48;0;0;0;0;156;132;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-337.45; SDS011 BME680 CCS811;;;;102
15354000;0;0;0;0;0;0;0;0;22;4;26;12;35;50;0;0;0;0;156;142;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.06; SDS011 BME680 CCS811;;;;112
15356000;0;0;0;0;0;0;0;0;22;4;26;12;35;52;0;0;0;0;159;111;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.25; SDS011 BME680 CCS811;;;;81
15358000;0;0;0;0;0;0;0;0;22;4;26;12;35;54;0;0;0;0;155;112;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-337.45; SDS011 BME680 CCS811;;;;82
15360000;0;0;0;0;0;0;0;0;22;4;26;12;35;56;0;0;0;0;151;114;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.25; SDS011 BME680 CCS811;;;;84
15362000;0;0;0;0;0;0;0;0;22;4;26;12;35;58;0;0;0;0;149;116;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.86; SDS011 BME680 CCS811;;;;86
15364000;0;0;0;0;0;0;0;0;22;4;26;12;36;0;0;0;0;0;149;104;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.25; SDS011 BME680 CCS811;;;;74
15366000;0;0;0;0;0;0;0;0;22;4;26;12;36;2;0;0;0;0;145;117;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.06; SDS011 BME680 CCS811;;;;87
15368000;0;0;0;0;0;0;0;0;22;4;26;12;36;4;0;0;0;0;141;94;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-340.67; SDS011 BME680 CCS811;;;;64
15370000;0;0;0;0;0;0;0;0;22;4;26;12;36;6;0;0;0;0;142;152;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-341.47; SDS011 BME680 CCS811;;;;122
15372000;0;0;0;0;0;0;0;0;22;4;26;12;36;8;0;0;0;0;145;126;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.25; SDS011 BME680 CCS811;;;;96
15374000;0;0;0;0;0;0;0;0;22;4;26;12;36;10;0;0;0;0;147;139;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.06; SDS011 BME680 CCS811;;;;109
15376000;0;0;0;0;0;0;0;0;22;4;26;12;36;12;0;0;0;0;144;90;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.86; SDS011 BME680 CCS811;;;;60
15378000;0;0;0;0;0;0;0;0;22;4;26;12;36;14;0;0;0;0;143;101;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.86; SDS011 BME680 CCS811;;;;71
15380000;0;0;0;0;0;0;0;0;22;4;26;12;36;16;0;0;0;0;146;121;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-340.67; SDS011 BME680 CCS811;;;;91
15382000;0;0;0;0;0;0;0;0;22;4;26;12;36;18;0;0;0;0;147;121;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-337.45; SDS011 BME680 CCS811;;;;91
15384000;0;0;0;0;0;0;0;0;22;4;26;12;36;20;0;0;0;0;143;97;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-343.09; SDS011 BME680 CCS811;;;;67
15386000;0;0;0;0;0;0;0;0;22;4;26;12;36;22;0;0;0;0;139;104;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.06; SDS011 BME680 CCS811;;;;74
15388000;0;0;0;0;0;0;0;0;22;4;26;12;36;24;0;0;0;0;140;147;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.06; SDS011 BME680 CCS811;;;;117
15390000;0;0;0;0;0;0;0;0;22;4;26;12;36;26;0;0;0;0;142;97;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-340.67; SDS011 BME680 CCS811;;;;67
15392000;0;0;0;0;0;0;0;0;22;4;26;12;36;28;0;0;0;0;140;92;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.06; SDS011 BME680 CCS811;;;;62
15394000;0;0;0;0;0;0;0;0;22;4;26;12;36;30;0;0;0;0;140;94;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.06; SDS011 BME680 CCS811;;;;64
15396000;0;0;0;0;0;0;0;0;22;4;26;12;36;32;0;0;0;0;142;119;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-340.67; SDS011 BME680 CCS811;;;;89
15398000;0;0;0;0;0;0;0;0;22;4;26;12;36;34;0;0;0;0;145;129;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.25; SDS011 BME680 CCS811;;;;99
15400000;0;0;0;0;0;0;0;0;22;4;26;12;36;36;0;0;0;0;140;82;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.06; SDS011 BME680 CCS811;;;;52
15402000;0;0;0;0;0;0;0;0;22;4;26;12;36;38;0;0;0;0;135;65;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.86; SDS011 BME680 CCS811;;;;35
15404000;0;0;0;0;0;0;0;0;22;4;26;12;36;40;0;0;0;0;131;88;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-340.67; SDS011 BME680 CCS811;;;;58
15406000;0;0;0;0;0;0;0;0;22;4;26;12;36;42;0;0;0;0;131;98;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-340.67; SDS011 BME680 CCS811;;;;68
15408000;0;0;0;0;0;0;0;0;22;4;26;12;36;44;0;0;0;0;130;100;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-339.86; SDS011 BME680 CCS811;;;;70
